accession,benchmark_type,Domain,Phylum,Class,Order,Family,Genus,Species,num_seqs,sum_len,min_len,avg_len,max_len,genome_size
RS_GCF_900103325.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium qingshengii,6848,2065660,21,301.6,3405,7063626
RS_GCF_900110205.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium tibeticum,7138,2013245,22,282,3560,7065782
RS_GCF_900156895.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium prunaredense,6767,2002105,23,295.9,3861,7013874
RS_GCF_900169785.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sullae,8018,2283728,20,284.8,2839,7889576
RS_GCF_900199455.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium carmichaelinearum,8379,2462776,20,293.9,4362,8575853
RS_GCF_902825235.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Bartonella vinsonii,1822,531112,20,291.5,2722,1939646
RS_GCF_935822925.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium ventifaucium,6572,1918864,25,292,2853,6742343
RS_GCF_935825525.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium escarrei,7435,2185488,20,293.9,3776,7713034
GB_GCA_000161775.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria lacuscaerulensis,3495,1057624,30,302.6,1511,3523710
GB_GCA_900156835.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus saliphilus,4389,1368429,24,311.8,1880,4570660
RS_GCF_000152625.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius nubinhibens,3489,1105461,32,316.8,2190,3676244
RS_GCF_000152725.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola batsensis,4151,1330013,25,320.4,12199,4440389
RS_GCF_000192475.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria conchae,4412,1358326,28,307.9,2292,4490413
RS_GCF_000420145.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus zeaxanthinifaciens,2942,939491,20,319.3,2116,3049695
RS_GCF_000444995.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminophilus,4617,1458407,30,315.9,3162,4873118
RS_GCF_000622145.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,4235,1330321,21,314.1,2385,4428895
RS_GCF_000622325.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter geojensis,4022,1292819,33,321.4,6181,4229467
RS_GCF_000622365.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter noctilucae,3762,1192425,30,317,3198,3914541
RS_GCF_000622385.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter noctilucicola,3989,1254889,30,314.6,6181,4085976
RS_GCF_000622405.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter donghicola,3407,1078865,30,316.7,6492,3540159
RS_GCF_000688295.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola nanhaiensis,4463,1398103,30,313.3,3241,4659730
RS_GCF_000763805.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sphaerophysae,3403,1011701,20,297.3,2851,3358707
RS_GCF_000763885.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus versutus,5427,1635855,20,301.4,2778,5500748
RS_GCF_000763905.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus halophilus,3865,1198386,20,310.1,2483,4012851
RS_GCF_000768315.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola atlanticus,4632,1488240,30,321.3,10922,4938305
RS_GCF_000768555.3,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius mucosus,4189,1292663,30,308.6,5491,4241818
RS_GCF_001441615.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius atlanticus,4521,1369724,25,303,2928,4578348
RS_GCF_001458195.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria atlantica,4808,1436866,21,298.8,3443,4816147
RS_GCF_001458295.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria denitrificans,4558,1382380,20,303.3,4442,4620120
RS_GCF_001507545.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria profundi,4108,1277925,30,311.1,2651,4258055
RS_GCF_001507595.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria marisrubri,3848,1212828,30,315.2,1809,4012034
RS_GCF_001633165.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sulfidophilum,4050,1260579,30,311.3,4318,4347929
RS_GCF_002105555.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus contaminans,2870,911330,25,317.5,2844,3033494
RS_GCF_002287065.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus salipaludis,3582,1093470,26,305.3,2847,3674522
RS_GCF_002786295.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola marinus,4183,1309957,26,313.2,4262,4496514
RS_GCF_002834145.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius salinarum,3355,1027919,22,306.4,2154,3400809
RS_GCF_002847305.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus tegillarcae,3890,1197821,27,307.9,2291,3954736
RS_GCF_002917925.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius confluentis,4336,1330928,30,306.9,3033,4461509
RS_GCF_002925845.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius nitratireducens,3852,1173675,24,304.7,4322,3918493
RS_GCF_003046545.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum imhoffii,2905,886623,20,305.2,1837,2909339
RS_GCF_003053725.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum kholense,4188,1328143,24,317.1,2323,4458411
RS_GCF_003054325.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter mediterraneus,4005,1249631,25,312,4702,4099776
RS_GCF_003259195.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sediminilitoris,3523,1091774,22,309.9,2327,3635025
RS_GCF_003260265.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius amoyensis,3824,1146175,20,299.7,2160,3819295
RS_GCF_003286075.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus endophyticus,3028,958980,31,316.7,2851,3204685
RS_GCF_003324675.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus suum,3153,994366,26,315.4,2878,3250998
RS_GCF_003337565.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus lutimaris,3981,1273376,23,319.9,3245,4206165
RS_GCF_003590145.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola algae,3783,1213077,30,320.7,2783,4094723
RS_GCF_003591515.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus onubensis,4603,1441713,30,313.2,4620,4764139
RS_GCF_003594815.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aestuarii,3849,1128530,20,293.2,1513,3747355
RS_GCF_003610455.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter guttiformis,3859,1184691,31,307,6196,3975823
RS_GCF_003651245.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius spongiae,3814,1228618,30,322.1,11583,4053554
RS_GCF_003697785.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus alkanivorans,4464,1397861,30,313.1,4821,4662693
RS_GCF_003944755.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum robiginosum,3639,1124707,24,309.1,2808,3712677
RS_GCF_004310345.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus subflavus,3130,971953,26,310.5,2124,3183584
RS_GCF_004335005.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus nototheniae,4497,1374742,20,305.7,2290,4597015
RS_GCF_004339675.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum steppense,3589,1099377,21,306.3,2762,3665949
RS_GCF_004342445.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum euryhalinum,3663,1147252,23,313.2,2665,3789126
RS_GCF_004343075.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum marinum,3834,1184538,23,309,1622,3948575
RS_GCF_004343505.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum bhavnagarense,3093,957331,28,309.5,2678,3155944
RS_GCF_004345735.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum adriaticum,3251,1011466,26,311.1,2429,3350627
RS_GCF_004365965.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum visakhapatnamense,4241,1315428,25,310.2,2322,4429538
RS_GCF_004522155.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus luteus,3168,1002466,22,316.4,2852,3331229
RS_GCF_004683865.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus liaowanqingii,4647,1430833,30,307.9,2411,4925228
RS_GCF_004761875.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius aestuariivivens,3808,1179533,24,309.8,2431,3941562
RS_GCF_004923205.2,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis,3154,1001473,23,317.5,2827,3320927
RS_GCF_004959925.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola onchidii,3532,1114973,23,315.7,7338,3673499
RS_GCF_005048265.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus hibiscisoli,3879,1184371,20,305.3,4395,3958688
RS_GCF_005938215.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria sediminis,4082,1269196,30,310.9,2039,4230323
RS_GCF_006125015.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius arcticus,4078,1253834,30,307.5,2803,4221330
RS_GCF_006151785.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus marcusii,3778,1102296,22,291.8,2742,3673154
RS_GCF_007018965.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus marinus,2979,951596,24,319.4,2829,3128554
RS_GCF_007830335.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sulfuroxidans,3947,1224941,31,310.3,2201,4036530
RS_GCF_007993065.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aurantiacus,3730,1162493,33,311.7,2544,3788400
RS_GCF_008728195.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius indicus,5955,1862105,30,312.7,3198,6173065
RS_GCF_008824185.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus pantotrophus,4274,1320058,31,308.9,2783,4409379
RS_GCF_009301415.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus kondratievae,4207,1279050,25,304,2813,4228383
RS_GCF_009649175.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum strictum,3710,1155968,24,311.6,2830,3825097
RS_GCF_009669325.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius bejariae,3381,1058373,31,313,2869,3498676
RS_GCF_009711185.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus limosus,3744,1182527,20,315.8,2855,3906278
RS_GCF_009711205.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus litorisediminis,5211,1606585,20,308.3,3177,5370867
RS_GCF_009711225.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aestuariivivens,4433,1376533,21,310.5,2778,4560478
RS_GCF_009762325.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius faecimaris,3816,1197847,33,313.9,3336,3934770
RS_GCF_009789075.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola pacificus,3534,1167768,30,330.4,11803,3888276
RS_GCF_010614805.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola aestuarii,3882,1263128,30,325.4,3485,4199288
RS_GCF_011308835.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus xiamenensis,3523,1116147,25,316.8,5044,3643702
RS_GCF_011601345.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius gahaiensis,3353,1015004,23,302.7,3466,3378519
RS_GCF_013032855.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria arenilitoris,3744,1167002,24,311.7,1511,3822604
RS_GCF_013346665.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter maritimus,3723,1136395,30,305.2,2148,3785026
RS_GCF_013377785.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria haliotis,4764,1440502,22,302.4,2504,4811426
RS_GCF_014196805.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter undariae,3779,1158172,20,306.5,2135,3848036
RS_GCF_014490725.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus amoyensis,3726,1132490,30,303.9,2318,3728105
RS_GCF_014642735.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus acridae,3932,1191901,26,303.1,2734,3989655
RS_GCF_014656455.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aerius,4134,1260428,21,304.9,2798,4225184
RS_GCF_014763045.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter aestuariivivens,4122,1278661,21,310.2,3716,4193151
RS_GCF_016629665.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus caeni,3992,1261900,22,316.1,2538,4193531
RS_GCF_017356265.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus fontiphilus,4103,1227670,22,299.2,1837,4106270
RS_GCF_018760365.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola endophyticus,4883,1557355,21,318.9,10195,5228846
RS_GCF_019966515.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius aestuarii,4577,1408900,22,307.8,1939,4755878
RS_GCF_021556615.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus salsus,3141,991636,22,315.7,4561,3301116
RS_GCF_022788655.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter indolifex,4385,1334581,30,304.4,2149,4498570
RS_GCF_024128855.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum tesquicola,3453,1061770,20,307.5,2762,3521822
RS_GCF_900005615.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminovorans,3818,1190377,30,311.8,2364,4038130
RS_GCF_900100045.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus denitrificans,5139,1566876,22,304.9,2780,5190212
RS_GCF_900101865.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus isoporae,3358,1064840,27,317.1,4925,3523473
RS_GCF_900102505.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus tibetensis,3766,1179771,22,313.3,2133,3911405
RS_GCF_900102535.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter delicatus,3905,1189588,28,304.6,5479,3936078
RS_GCF_900102885.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus chinensis,3579,1082765,24,302.5,2853,3632870
RS_GCF_900103185.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter litoralis,3633,1108139,27,305,1941,3678401
RS_GCF_900106665.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus sanguinis,3405,1073659,23,315.3,2860,3588279
RS_GCF_900106805.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria halocynthiae,4208,1280997,21,304.4,2148,4243668
RS_GCF_900106935.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter pontiacus,3697,1141682,30,308.8,1956,3762152
RS_GCF_900108405.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus alkenifer,3027,963447,24,318.3,3170,3191900
RS_GCF_900109195.1,Recommended approach,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola nitratireducens,3852,1203283,22,312.4,1825,4063489
